store_id,store_name,store_type,customer_name,place_name,town
M2549,Mainsburys Lower Grimsbyrn,main,Mainsburys,Lower Grimsbyrn,Grimsbyrn
P1024,Platerows East Pelhamstead,main,Platerows,East Pelhamstead,Pelhamstead
M3684,Local Mainsburys East Uxmere,convenience,Mainsburys,East Uxmere,Uxmere
P5557,Platerows West Caerhurst,main,Platerows,West Caerhurst,Caerhurst
N5151,Local Nesco North Ravenmere,convenience,Nesco,North Ravenmere,Ravenmere
N4440,Nesco South Dunbridge,main,Nesco,South Dunbridge,Dunbridge
P901,Little Platerows Lower Fallowden,convenience,Platerows,Lower Fallowden,Fallowden
P2804,Little Platerows West Ledbury,convenience,Platerows,West Ledbury,Ledbury
P1850,Platerows South Millthorpe,main,Platerows,South Millthorpe,Millthorpe
M733,Mainsburys East Norcombe,main,Mainsburys,East Norcombe,Norcombe
N5914,Nesco Midcombe,main,Nesco,Midcombe,Midcombe
N3963,Nesco West Haythorne,main,Nesco,West Haythorne,Haythorne
N1059,Nesco West Dunbridge,main,Nesco,West Dunbridge,Dunbridge
M4288,Local Mainsburys South Pelhamstead,convenience,Mainsburys,South Pelhamstead,Pelhamstead
M423,Mainsburys East Westleigh,main,Mainsburys,East Westleigh,Westleigh
N3194,Local Nesco West Eastmere,convenience,Nesco,West Eastmere,Eastmere
M13,Local Mainsburys Upper Quetherby,convenience,Mainsburys,Upper Quetherby,Quetherby
M188,Local Mainsburys Lower Blackmere,convenience,Mainsburys,Lower Blackmere,Blackmere
P7044,Little Platerows Lower Thornwick,convenience,Platerows,Lower Thornwick,Thornwick
N4343,Nesco Haythorne,main,Nesco,Haythorne,Haythorne
M4184,Local Mainsburys East Ormsleigh,convenience,Mainsburys,East Ormsleigh,Ormsleigh
M1436,Local Mainsburys Elderwick,convenience,Mainsburys,Elderwick,Elderwick
P3215,Platerows West Millthorpe,main,Platerows,West Millthorpe,Millthorpe
P431,Platerows North Ayleswick,main,Platerows,North Ayleswick,Ayleswick
M3155,Mainsburys Grimsbyrn,main,Mainsburys,Grimsbyrn,Grimsbyrn
T362,Torrisons Mossthorpe,main,Torrisons,Mossthorpe,Mossthorpe
P6550,Little Platerows Upper Foxworth,convenience,Platerows,Upper Foxworth,Foxworth
M7224,Mainsburys West Quenndale,main,Mainsburys,West Quenndale,Quenndale
M4639,Mainsburys North Hawkenridge,main,Mainsburys,North Hawkenridge,Hawkenridge
N7316,Local Nesco South Welford,convenience,Nesco,South Welford,Welford
T4166,Torrisons South Huntwick,main,Torrisons,South Huntwick,Huntwick
P477,Little Platerows East Hitherwick,convenience,Platerows,East Hitherwick,Hitherwick
M3396,Mainsburys East Draycott,main,Mainsburys,East Draycott,Draycott
M5296,Local Mainsburys Lower Brindleford,convenience,Mainsburys,Lower Brindleford,Brindleford
N4299,Nesco Litchwood,main,Nesco,Litchwood,Litchwood
P2999,Little Platerows Blackmere,convenience,Platerows,Blackmere,Blackmere
T3034,Torrisons Upper Thornhollow,main,Torrisons,Upper Thornhollow,Thornhollow
N6834,Nesco Upper Burrowden,main,Nesco,Upper Burrowden,Burrowden
P2601,Little Platerows North Cherriford,convenience,Platerows,North Cherriford,Cherriford
M3031,Mainsburys East Lowdenham,main,Mainsburys,East Lowdenham,Lowdenham
M3652,Local Mainsburys Halberton,convenience,Mainsburys,Halberton,Halberton
P1434,Little Platerows Everdale,convenience,Platerows,Everdale,Everdale
N6760,Nesco West Millthorpe,main,Nesco,West Millthorpe,Millthorpe
P3470,Little Platerows Ashcombe,convenience,Platerows,Ashcombe,Ashcombe
P1150,Platerows Upper Wetherbrook,main,Platerows,Upper Wetherbrook,Wetherbrook
M169,Local Mainsburys Upper Eldermoor,convenience,Mainsburys,Upper Eldermoor,Eldermoor
M6291,Local Mainsburys Lower Eastmere,convenience,Mainsburys,Lower Eastmere,Eastmere
M2666,Mainsburys North Lunsfield,main,Mainsburys,North Lunsfield,Lunsfield
M7215,Mainsburys Upper Somerleigh,main,Mainsburys,Upper Somerleigh,Somerleigh
M3100,Local Mainsburys North Redwick,convenience,Mainsburys,North Redwick,Redwick
P2816,Platerows Crowleigh,main,Platerows,Crowleigh,Crowleigh
N1484,Nesco Lower Kingsholt,main,Nesco,Lower Kingsholt,Kingsholt
T3771,Torrisons East Mossthorpe,main,Torrisons,East Mossthorpe,Mossthorpe
P1999,Little Platerows Keswicke,convenience,Platerows,Keswicke,Keswicke
M4511,Local Mainsburys East Huntwick,convenience,Mainsburys,East Huntwick,Huntwick
M5979,Mainsburys North Casterly,main,Mainsburys,North Casterly,Casterly
M1170,Local Mainsburys Lower Quenndale,convenience,Mainsburys,Lower Quenndale,Quenndale
N2030,Nesco East Stonleigh,main,Nesco,East Stonleigh,Stonleigh
M2923,Local Mainsburys Fenleigh,convenience,Mainsburys,Fenleigh,Fenleigh
P632,Platerows West Mapplethorpe,main,Platerows,West Mapplethorpe,Mapplethorpe
P6576,Platerows West Greythorne,main,Platerows,West Greythorne,Greythorne
N1893,Nesco North Everdale,main,Nesco,North Everdale,Everdale
M5610,Mainsburys Lower Drummondale,main,Mainsburys,Lower Drummondale,Drummondale
P6114,Little Platerows Dorleigh,convenience,Platerows,Dorleigh,Dorleigh
P490,Platerows South Craydon,main,Platerows,South Craydon,Craydon
P2327,Little Platerows West Westleigh,convenience,Platerows,West Westleigh,Westleigh
M4565,Local Mainsburys East Foxglade,convenience,Mainsburys,East Foxglade,Foxglade
N43,Local Nesco South Delmere,convenience,Nesco,South Delmere,Delmere
M966,Local Mainsburys East Welford,convenience,Mainsburys,East Welford,Welford
M3166,Mainsburys North Greythorne,main,Mainsburys,North Greythorne,Greythorne
M3842,Mainsburys North Marbury,main,Mainsburys,North Marbury,Marbury
M6317,Local Mainsburys North Quetherby,convenience,Mainsburys,North Quetherby,Quetherby
P3599,Platerows Alderwyck,main,Platerows,Alderwyck,Alderwyck
M1683,Mainsburys Upper Meresbourne,main,Mainsburys,Upper Meresbourne,Meresbourne
T5559,Torrisons East Elderwick,main,Torrisons,East Elderwick,Elderwick
M5210,Local Mainsburys East Lowdenham,convenience,Mainsburys,East Lowdenham,Lowdenham
N5202,Nesco Wrenford,main,Nesco,Wrenford,Wrenford
N4481,Local Nesco North Thornwick,convenience,Nesco,North Thornwick,Thornwick
N2386,Nesco West Ledbury,main,Nesco,West Ledbury,Ledbury
P4802,Platerows South Kingsholt,main,Platerows,South Kingsholt,Kingsholt
N743,Nesco Upper Emsworth,main,Nesco,Upper Emsworth,Emsworth
T5469,Torrisons East Avenbury,main,Torrisons,East Avenbury,Avenbury
P6623,Platerows Dorleigh,main,Platerows,Dorleigh,Dorleigh
M1860,Mainsburys North Gildermere,main,Mainsburys,North Gildermere,Gildermere
N1181,Local Nesco Lower Haythorne,convenience,Nesco,Lower Haythorne,Haythorne
N5434,Local Nesco East Fallhurst,convenience,Nesco,East Fallhurst,Fallhurst
M96,Local Mainsburys North Rothermere,convenience,Mainsburys,North Rothermere,Rothermere
P4124,Platerows Upper Wexford,main,Platerows,Upper Wexford,Wexford
M1600,Local Mainsburys Lower Buckleigh,convenience,Mainsburys,Lower Buckleigh,Buckleigh
N4758,Local Nesco Lower Falkenridge,convenience,Nesco,Lower Falkenridge,Falkenridge
M866,Mainsburys East Thistlemere,main,Mainsburys,East Thistlemere,Thistlemere
M5512,Mainsburys Upper Welford,main,Mainsburys,Upper Welford,Welford
N6708,Local Nesco Upper Drayminster,convenience,Nesco,Upper Drayminster,Drayminster
M5797,Mainsburys West Meresbourne,main,Mainsburys,West Meresbourne,Meresbourne
P5883,Platerows Upper Craydon,main,Platerows,Upper Craydon,Craydon
P1996,Little Platerows South Mallowmere,convenience,Platerows,South Mallowmere,Mallowmere
T5901,Torrisons South Longmere,main,Torrisons,South Longmere,Longmere
N4309,Local Nesco South Winshaw,convenience,Nesco,South Winshaw,Winshaw
P6577,Platerows North Carlington,main,Platerows,North Carlington,Carlington
N4118,Local Nesco East Goldwynn,convenience,Nesco,East Goldwynn,Goldwynn
T4289,Torrisons Upper Greengate,main,Torrisons,Upper Greengate,Greengate
M1980,Mainsburys East Ledbury,main,Mainsburys,East Ledbury,Ledbury
T5074,Torrisons South Farrowgate,main,Torrisons,South Farrowgate,Farrowgate
M1975,Local Mainsburys Lower Yoxminster,convenience,Mainsburys,Lower Yoxminster,Yoxminster
T5088,Torrisons Lower Oatmere,main,Torrisons,Lower Oatmere,Oatmere
N7307,Nesco North Fallowden,main,Nesco,North Fallowden,Fallowden
M3086,Mainsburys South Greystead,main,Mainsburys,South Greystead,Greystead
N6942,Nesco Lower Oatmere,main,Nesco,Lower Oatmere,Oatmere
N4862,Local Nesco Upper Windmere,convenience,Nesco,Upper Windmere,Windmere
T4878,Torrisons West Harbury,main,Torrisons,West Harbury,Harbury
N2912,Nesco Lower Winshaw,main,Nesco,Lower Winshaw,Winshaw
T6905,Torrisons Lower Bramwyck,main,Torrisons,Lower Bramwyck,Bramwyck
P6254,Little Platerows Lower Quenndale,convenience,Platerows,Lower Quenndale,Quenndale
M4271,Mainsburys East Wexford,main,Mainsburys,East Wexford,Wexford
M4938,Local Mainsburys Lower Lowdenham,convenience,Mainsburys,Lower Lowdenham,Lowdenham
N5971,Nesco East Lunsfield,main,Nesco,East Lunsfield,Lunsfield
M2340,Mainsburys West Thistlemere,main,Mainsburys,West Thistlemere,Thistlemere
N2028,Nesco Upper Cornthwaite,main,Nesco,Upper Cornthwaite,Cornthwaite
N5475,Local Nesco East Thornwick,convenience,Nesco,East Thornwick,Thornwick
P4818,Little Platerows Lower Fenbrook,convenience,Platerows,Lower Fenbrook,Fenbrook
N5048,Nesco Upper Dunsmere,main,Nesco,Upper Dunsmere,Dunsmere
P2057,Platerows South Deepmere,main,Platerows,South Deepmere,Deepmere
P6637,Little Platerows Upper Rindleton,convenience,Platerows,Upper Rindleton,Rindleton
N6372,Local Nesco South Highmere,convenience,Nesco,South Highmere,Highmere
T7041,Torrisons Upper Fallhurst,main,Torrisons,Upper Fallhurst,Fallhurst
P2848,Platerows West Stonleigh,main,Platerows,West Stonleigh,Stonleigh
N4076,Local Nesco North Broxted,convenience,Nesco,North Broxted,Broxted
N1691,Nesco Lower Ormsleigh,main,Nesco,Lower Ormsleigh,Ormsleigh
P4624,Little Platerows West Greystead,convenience,Platerows,West Greystead,Greystead
P6260,Platerows Meresbourne,main,Platerows,Meresbourne,Meresbourne
P1811,Little Platerows East Shaldwick,convenience,Platerows,East Shaldwick,Shaldwick
M1271,Mainsburys Upper Windmere,main,Mainsburys,Upper Windmere,Windmere
M4783,Local Mainsburys Ravengate,convenience,Mainsburys,Ravengate,Ravengate
N4470,Nesco North Huntwick,main,Nesco,North Huntwick,Huntwick
T456,Torrisons Upper Halberton,main,Torrisons,Upper Halberton,Halberton
P1292,Platerows Hallmere,main,Platerows,Hallmere,Hallmere
N5549,Local Nesco East Fairholt,convenience,Nesco,East Fairholt,Fairholt
P984,Platerows Lower Wrenford,main,Platerows,Lower Wrenford,Wrenford
P6939,Little Platerows Eldwich,convenience,Platerows,Eldwich,Eldwich
M4038,Local Mainsburys Norbury,convenience,Mainsburys,Norbury,Norbury
P6435,Platerows Blisworth,main,Platerows,Blisworth,Blisworth
N7136,Local Nesco Denthorpe,convenience,Nesco,Denthorpe,Denthorpe
P5215,Little Platerows East Ravenmere,convenience,Platerows,East Ravenmere,Ravenmere
T5066,Torrisons Upper Wrenford,main,Torrisons,Upper Wrenford,Wrenford
P1659,Little Platerows Lower Ravenmere,convenience,Platerows,Lower Ravenmere,Ravenmere
M3996,Local Mainsburys North Delmere,convenience,Mainsburys,North Delmere,Delmere
N1298,Nesco Upper Dunbridge,main,Nesco,Upper Dunbridge,Dunbridge
P4830,Little Platerows West Gainsworth,convenience,Platerows,West Gainsworth,Gainsworth
T848,Torrisons Lower Foxworth,main,Torrisons,Lower Foxworth,Foxworth
P2463,Platerows North Rothermere,main,Platerows,North Rothermere,Rothermere
M6434,Local Mainsburys West Ashcombe,convenience,Mainsburys,West Ashcombe,Ashcombe
T1941,Torrisons Lower Hitherwick,main,Torrisons,Lower Hitherwick,Hitherwick
T1767,Torrisons East Uxmere,main,Torrisons,East Uxmere,Uxmere
M832,Local Mainsburys West Keswicke,convenience,Mainsburys,West Keswicke,Keswicke
T6846,Torrisons East Wickhamford,main,Torrisons,East Wickhamford,Wickhamford
N4069,Nesco West Norbury,main,Nesco,West Norbury,Norbury
M2554,Mainsburys Hartmere,main,Mainsburys,Hartmere,Hartmere
T240,Torrisons North Yoxminster,main,Torrisons,North Yoxminster,Yoxminster
P5024,Little Platerows Lower Hadlow,convenience,Platerows,Lower Hadlow,Hadlow
M991,Local Mainsburys East Gainsworth,convenience,Mainsburys,East Gainsworth,Gainsworth
P1637,Platerows Lower Clovenshire,main,Platerows,Lower Clovenshire,Clovenshire
M4224,Local Mainsburys West Hawkenridge,convenience,Mainsburys,West Hawkenridge,Hawkenridge
M949,Local Mainsburys North Marbury,convenience,Mainsburys,North Marbury,Marbury
N5312,Local Nesco Upper Litchwood,convenience,Nesco,Upper Litchwood,Litchwood
T1605,Torrisons Lower Thistlemere,main,Torrisons,Lower Thistlemere,Thistlemere
N5924,Local Nesco Lower Denthorpe,convenience,Nesco,Lower Denthorpe,Denthorpe
T4999,Torrisons Kellington,main,Torrisons,Kellington,Kellington
P378,Platerows East Grimsbyrn,main,Platerows,East Grimsbyrn,Grimsbyrn
N1642,Nesco South Harrowmere,main,Nesco,South Harrowmere,Harrowmere
T4175,Torrisons Upper Eldwich,main,Torrisons,Upper Eldwich,Eldwich
N4082,Nesco Lower Saxmere,main,Nesco,Lower Saxmere,Saxmere
M1913,Mainsburys West Elmwych,main,Mainsburys,West Elmwych,Elmwych
N5116,Nesco Lower Alderwyck,main,Nesco,Lower Alderwyck,Alderwyck
N6514,Nesco West Blisworth,main,Nesco,West Blisworth,Blisworth
M1602,Mainsburys Bleakmere,main,Mainsburys,Bleakmere,Bleakmere
P1422,Platerows Upper Coldminster,main,Platerows,Upper Coldminster,Coldminster
M5235,Mainsburys South Hogsden,main,Mainsburys,South Hogsden,Hogsden
M7327,Mainsburys Luddington,main,Mainsburys,Luddington,Luddington
P3362,Platerows West Norcombe,main,Platerows,West Norcombe,Norcombe
M610,Mainsburys Foxworth,main,Mainsburys,Foxworth,Foxworth
N1830,Local Nesco East Hadlow,convenience,Nesco,East Hadlow,Hadlow
T5706,Torrisons South Langmere,main,Torrisons,South Langmere,Langmere
N1191,Local Nesco East Fenshire,convenience,Nesco,East Fenshire,Fenshire
M5977,Mainsburys North Mapplethorpe,main,Mainsburys,North Mapplethorpe,Mapplethorpe
M2059,Mainsburys South Fallhurst,main,Mainsburys,South Fallhurst,Fallhurst
N7188,Local Nesco Upper Haythorne,convenience,Nesco,Upper Haythorne,Haythorne
M774,Mainsburys Lower Langmere,main,Mainsburys,Lower Langmere,Langmere
T7054,Torrisons Lower Chilversham,main,Torrisons,Lower Chilversham,Chilversham
M7225,Mainsburys Lower Lowdenham,main,Mainsburys,Lower Lowdenham,Lowdenham
T5870,Torrisons West Foxglade,main,Torrisons,West Foxglade,Foxglade
P5094,Little Platerows South Wetherbrook,convenience,Platerows,South Wetherbrook,Wetherbrook
P2375,Little Platerows South Elderwick,convenience,Platerows,South Elderwick,Elderwick
N6214,Nesco South Denthorpe,main,Nesco,South Denthorpe,Denthorpe
P4185,Little Platerows Upper Midcombe,convenience,Platerows,Upper Midcombe,Midcombe
T6310,Torrisons West Huntwick,main,Torrisons,West Huntwick,Huntwick
P3689,Little Platerows Uxmere,convenience,Platerows,Uxmere,Uxmere
M4091,Mainsburys South Elderwick,main,Mainsburys,South Elderwick,Elderwick
N6567,Nesco Lower Fenbrook,main,Nesco,Lower Fenbrook,Fenbrook
N4954,Nesco East Draycott,main,Nesco,East Draycott,Draycott
P421,Platerows North Farrowgate,main,Platerows,North Farrowgate,Farrowgate
T1904,Torrisons East Huntwick,main,Torrisons,East Huntwick,Huntwick
P1060,Little Platerows Lower Oatmere,convenience,Platerows,Lower Oatmere,Oatmere
N15,Nesco East Haythorne,main,Nesco,East Haythorne,Haythorne
P1122,Platerows Lower Gildermere,main,Platerows,Lower Gildermere,Gildermere
N1901,Local Nesco South Craydon,convenience,Nesco,South Craydon,Craydon
P2584,Platerows South Foxworth,main,Platerows,South Foxworth,Foxworth
P6465,Little Platerows Lower Falkenridge,convenience,Platerows,Lower Falkenridge,Falkenridge
N7295,Local Nesco Saxmere,convenience,Nesco,Saxmere,Saxmere
M4099,Mainsburys West Mistridge,main,Mainsburys,West Mistridge,Mistridge
P6171,Little Platerows West Haythorne,convenience,Platerows,West Haythorne,Haythorne
M7237,Local Mainsburys North Harrowmere,convenience,Mainsburys,North Harrowmere,Harrowmere
N2315,Nesco South Colmere,main,Nesco,South Colmere,Colmere
P3984,Little Platerows East Larkminster,convenience,Platerows,East Larkminster,Larkminster
N948,Local Nesco West Clayworth,convenience,Nesco,West Clayworth,Clayworth
P6493,Little Platerows North Lowdenham,convenience,Platerows,North Lowdenham,Lowdenham
N5864,Nesco North Pennbrook,main,Nesco,North Pennbrook,Pennbrook
P4868,Little Platerows Lower Deepmere,convenience,Platerows,Lower Deepmere,Deepmere
P6608,Platerows Upper Fallhurst,main,Platerows,Upper Fallhurst,Fallhurst
M3263,Local Mainsburys West Alderwyck,convenience,Mainsburys,West Alderwyck,Alderwyck
M4176,Local Mainsburys West Eldermoor,convenience,Mainsburys,West Eldermoor,Eldermoor
P1918,Little Platerows Upper Litchwood,convenience,Platerows,Upper Litchwood,Litchwood
M2033,Mainsburys Upper Thornwick,main,Mainsburys,Upper Thornwick,Thornwick
P2158,Platerows North Netherton,main,Platerows,North Netherton,Netherton
N7175,Local Nesco Upper Cragmere,convenience,Nesco,Upper Cragmere,Cragmere
M937,Mainsburys North Oxtonford,main,Mainsburys,North Oxtonford,Oxtonford
T3497,Torrisons Upper Caerhurst,main,Torrisons,Upper Caerhurst,Caerhurst
T4197,Torrisons South Ironmere,main,Torrisons,South Ironmere,Ironmere
P2516,Platerows South Quetherby,main,Platerows,South Quetherby,Quetherby
N1903,Local Nesco South Wetherbrook,convenience,Nesco,South Wetherbrook,Wetherbrook
T3528,Torrisons Lower Carlington,main,Torrisons,Lower Carlington,Carlington
M3926,Mainsburys East Moorstead,main,Mainsburys,East Moorstead,Moorstead
P5255,Little Platerows West Dunbridge,convenience,Platerows,West Dunbridge,Dunbridge
T2352,Torrisons East Pennbrook,main,Torrisons,East Pennbrook,Pennbrook
M5982,Mainsburys South Eddington,main,Mainsburys,South Eddington,Eddington
M6762,Mainsburys West Eastmere,main,Mainsburys,West Eastmere,Eastmere
M415,Mainsburys West Gildermere,main,Mainsburys,West Gildermere,Gildermere
N5954,Nesco South Ashcombe,main,Nesco,South Ashcombe,Ashcombe
M2800,Mainsburys South Grimthorpe,main,Mainsburys,South Grimthorpe,Grimthorpe
N2491,Nesco Lower Ravengate,main,Nesco,Lower Ravengate,Ravengate
P4851,Little Platerows Upper Lunsfield,convenience,Platerows,Upper Lunsfield,Lunsfield
M6540,Local Mainsburys Greengate,convenience,Mainsburys,Greengate,Greengate
T3311,Torrisons Lower Ashcombe,main,Torrisons,Lower Ashcombe,Ashcombe
N5938,Local Nesco Upper Fenleigh,convenience,Nesco,Upper Fenleigh,Fenleigh
N1568,Local Nesco West Delmere,convenience,Nesco,West Delmere,Delmere
M6678,Mainsburys Upper Emsworth,main,Mainsburys,Upper Emsworth,Emsworth
M1162,Local Mainsburys North Rindleton,convenience,Mainsburys,North Rindleton,Rindleton
P4427,Platerows West Crowleigh,main,Platerows,West Crowleigh,Crowleigh
N5803,Nesco Lower Hogsden,main,Nesco,Lower Hogsden,Hogsden
M6331,Mainsburys Lower Pelhamstead,main,Mainsburys,Lower Pelhamstead,Pelhamstead
P5530,Platerows Lower Ashcombe,main,Platerows,Lower Ashcombe,Ashcombe
P1820,Little Platerows Upper Mistridge,convenience,Platerows,Upper Mistridge,Mistridge
N3257,Nesco Lower Cragmere,main,Nesco,Lower Cragmere,Cragmere
N2572,Local Nesco North Brightmere,convenience,Nesco,North Brightmere,Brightmere
M1573,Mainsburys South Grimsbyrn,main,Mainsburys,South Grimsbyrn,Grimsbyrn
N6422,Nesco West Fallhurst,main,Nesco,West Fallhurst,Fallhurst
M4370,Mainsburys West Larkminster,main,Mainsburys,West Larkminster,Larkminster
P2812,Platerows North Saxmere,main,Platerows,North Saxmere,Saxmere
N1744,Local Nesco North Pendlestone,convenience,Nesco,North Pendlestone,Pendlestone
M5761,Local Mainsburys Farrowgate,convenience,Mainsburys,Farrowgate,Farrowgate
P2932,Little Platerows South Wrenford,convenience,Platerows,South Wrenford,Wrenford
P3367,Little Platerows Upper Fallhurst,convenience,Platerows,Upper Fallhurst,Fallhurst
M2607,Mainsburys West Alderwyck,main,Mainsburys,West Alderwyck,Alderwyck
M5825,Mainsburys Puddlewyke,main,Mainsburys,Puddlewyke,Puddlewyke
P5856,Platerows Upper Quetherby,main,Platerows,Upper Quetherby,Quetherby
P636,Little Platerows Upper Norbury,convenience,Platerows,Upper Norbury,Norbury
M5614,Mainsburys East Pelhamstead,main,Mainsburys,East Pelhamstead,Pelhamstead
N2682,Local Nesco South Norhollow,convenience,Nesco,South Norhollow,Norhollow
M6233,Local Mainsburys East Carlington,convenience,Mainsburys,East Carlington,Carlington
P6489,Platerows East Brightmere,main,Platerows,East Brightmere,Brightmere
N6312,Local Nesco Lower Somerleigh,convenience,Nesco,Lower Somerleigh,Somerleigh
T1576,Torrisons South Foxworth,main,Torrisons,South Foxworth,Foxworth
M2508,Mainsburys North Eldermoor,main,Mainsburys,North Eldermoor,Eldermoor
T2304,Torrisons North Oxtonford,main,Torrisons,North Oxtonford,Oxtonford
N1712,Local Nesco North Harthwick,convenience,Nesco,North Harthwick,Harthwick
N1634,Nesco North Pelhamstead,main,Nesco,North Pelhamstead,Pelhamstead
P3028,Platerows East Burrowden,main,Platerows,East Burrowden,Burrowden
P1513,Platerows South Norbury,main,Platerows,South Norbury,Norbury
N6951,Nesco Upper Dorleigh,main,Nesco,Upper Dorleigh,Dorleigh
P1054,Platerows Brindleford,main,Platerows,Brindleford,Brindleford
M2963,Mainsburys North Ironmere,main,Mainsburys,North Ironmere,Ironmere
M6556,Local Mainsburys Upper Kellington,convenience,Mainsburys,Upper Kellington,Kellington
M6896,Local Mainsburys South Farrowgate,convenience,Mainsburys,South Farrowgate,Farrowgate
N5308,Local Nesco South Somerleigh,convenience,Nesco,South Somerleigh,Somerleigh
P39,Platerows South Wickhamford,main,Platerows,South Wickhamford,Wickhamford
N3545,Nesco Stagthorne,main,Nesco,Stagthorne,Stagthorne
T1461,Torrisons Lower Harbury,main,Torrisons,Lower Harbury,Harbury
N5747,Local Nesco Eddington,convenience,Nesco,Eddington,Eddington
M5104,Mainsburys South Charnwood,main,Mainsburys,South Charnwood,Charnwood
P957,Little Platerows South Westleigh,convenience,Platerows,South Westleigh,Westleigh
T2717,Torrisons Wexford,main,Torrisons,Wexford,Wexford
N625,Nesco South Harbury,main,Nesco,South Harbury,Harbury
M7035,Local Mainsburys Fairholt,convenience,Mainsburys,Fairholt,Fairholt
P5739,Little Platerows South Wexford,convenience,Platerows,South Wexford,Wexford
P23,Little Platerows West Brindleford,convenience,Platerows,West Brindleford,Brindleford
M2950,Mainsburys South Branscombe,main,Mainsburys,South Branscombe,Branscombe
P1000,Little Platerows North Hitherwick,convenience,Platerows,North Hitherwick,Hitherwick
N7220,Local Nesco Wintermere,convenience,Nesco,Wintermere,Wintermere
P6106,Platerows West Drayminster,main,Platerows,West Drayminster,Drayminster
M1965,Mainsburys West Ormsleigh,main,Mainsburys,West Ormsleigh,Ormsleigh
P695,Little Platerows West Uxmere,convenience,Platerows,West Uxmere,Uxmere
M1321,Mainsburys East Hitherwick,main,Mainsburys,East Hitherwick,Hitherwick
P1879,Little Platerows West Emsworth,convenience,Platerows,West Emsworth,Emsworth
T845,Torrisons West Wickhamford,main,Torrisons,West Wickhamford,Wickhamford
M6034,Mainsburys Marlington,main,Mainsburys,Marlington,Marlington
N2341,Nesco Upper Pennbrook,main,Nesco,Upper Pennbrook,Pennbrook
M3369,Mainsburys Upper Pennbrook,main,Mainsburys,Upper Pennbrook,Pennbrook
P7274,Platerows East Longmere,main,Platerows,East Longmere,Longmere
T3357,Torrisons South Oatmere,main,Torrisons,South Oatmere,Oatmere
T6643,Torrisons Bleakmere,main,Torrisons,Bleakmere,Bleakmere
M1207,Local Mainsburys North Wetherbrook,convenience,Mainsburys,North Wetherbrook,Wetherbrook
N4502,Local Nesco North Wexford,convenience,Nesco,North Wexford,Wexford
N1962,Nesco North Denthorpe,main,Nesco,North Denthorpe,Denthorpe
P2700,Platerows West Mallowmere,main,Platerows,West Mallowmere,Mallowmere
N3558,Local Nesco East Pennbrook,convenience,Nesco,East Pennbrook,Pennbrook
N6211,Nesco East Kellington,main,Nesco,East Kellington,Kellington
P66,Little Platerows Upper Hollowbrook,convenience,Platerows,Upper Hollowbrook,Hollowbrook
N7151,Local Nesco Upper Dunbridge,convenience,Nesco,Upper Dunbridge,Dunbridge
P6866,Little Platerows Lower Eastmere,convenience,Platerows,Lower Eastmere,Eastmere
P315,Little Platerows Greengate,convenience,Platerows,Greengate,Greengate
N1256,Local Nesco Lower Elmwych,convenience,Nesco,Lower Elmwych,Elmwych
N4794,Local Nesco South Branscombe,convenience,Nesco,South Branscombe,Branscombe
N1580,Local Nesco West Lowdenham,convenience,Nesco,West Lowdenham,Lowdenham
T2645,Torrisons West Thornhollow,main,Torrisons,West Thornhollow,Thornhollow
N1885,Local Nesco Pennbrook,convenience,Nesco,Pennbrook,Pennbrook
P2155,Platerows Lower Hollowbrook,main,Platerows,Lower Hollowbrook,Hollowbrook
N1365,Nesco West Coldminster,main,Nesco,West Coldminster,Coldminster
M4697,Local Mainsburys South Caerhurst,convenience,Mainsburys,South Caerhurst,Caerhurst
M4365,Mainsburys Highmere,main,Mainsburys,Highmere,Highmere
P321,Little Platerows West Bleakmere,convenience,Platerows,West Bleakmere,Bleakmere
N5468,Local Nesco Upper Wexford,convenience,Nesco,Upper Wexford,Wexford
M5331,Local Mainsburys Upper Fairholt,convenience,Mainsburys,Upper Fairholt,Fairholt
N5565,Local Nesco East Ayleswick,convenience,Nesco,East Ayleswick,Ayleswick
N4231,Nesco North Avenbury,main,Nesco,North Avenbury,Avenbury
N4473,Nesco Lower Westleigh,main,Nesco,Lower Westleigh,Westleigh
M2016,Local Mainsburys Upper Blackmere,convenience,Mainsburys,Upper Blackmere,Blackmere
M4538,Local Mainsburys Lower Northwyke,convenience,Mainsburys,Lower Northwyke,Northwyke
T5387,Torrisons West Craydon,main,Torrisons,West Craydon,Craydon
T3197,Torrisons Lower Everdale,main,Torrisons,Lower Everdale,Everdale
T5317,Torrisons South Mapplethorpe,main,Torrisons,South Mapplethorpe,Mapplethorpe
M6278,Local Mainsburys East Colmere,convenience,Mainsburys,East Colmere,Colmere
T2692,Torrisons Upper Oxtonford,main,Torrisons,Upper Oxtonford,Oxtonford
M2440,Local Mainsburys Upper Alderwyck,convenience,Mainsburys,Upper Alderwyck,Alderwyck
N2844,Local Nesco West Falkenridge,convenience,Nesco,West Falkenridge,Falkenridge
M5637,Local Mainsburys North Halberton,convenience,Mainsburys,North Halberton,Halberton
P5506,Platerows Carlington,main,Platerows,Carlington,Carlington
T190,Torrisons Lower Windmere,main,Torrisons,Lower Windmere,Windmere
P3300,Platerows East Mallowmere,main,Platerows,East Mallowmere,Mallowmere
M4941,Mainsburys Fenshire,main,Mainsburys,Fenshire,Fenshire
N4310,Nesco Lower Greengate,main,Nesco,Lower Greengate,Greengate
